WTA.plate,Cell_IDs,Family_IDs,Pairs,exclusion,exclusion.criteria,control_group,key_pairs,Type.Exp,Look.Exp,Cells.batch,Relationship,Sister1,Sister2,Cousin1,Cousin2,chr_of_interest,event2,MN_rupt_time_simple,MN.Daughter,MN.Info,MN.rupture.timing..frame...to.total...frames.,comments_by_stam,notes,notes1,notes2,Chromosomal.event..infered.by.analysis.,Notes.on.analysis,Seg.CN.Ratio,imaging.plate,method.notes,treatment,LCM.exp,LookRNAseq.Exp,SS2.Exp,experimental_label,protocol,protocol2,LCM_found_conf,LCM_found_conf2,cDNA.amp,cDNA.amp2,cDNA.QC,further.cDNA.amp,BioA..further.cDNA.amp.,BioA,capture.time,lysis,Lysis.timing..lysis.time.after.time.of.last.cell.division.,Cell.Cycle...h..at.lysis.,X,video,division.timing..division.frame.....total...frames..,Sequencing.A,Sequencing.B,SeqQC_total_reads,SeqQC_._exonic_reads,SeqQC_._genes,mainGroup,abbr_group,cellType1,cellType2,cell.type,cell.type.1,original.384wp,Orig.Imag.384wp,final.384wp,Seq.date,Seq.platform,Seq.kit,filePath,filePath_2nd,Fastq_files,Fastq_files2,Fastq_files3,N_unmapped,N_multimapping,N_noFeature,N_ambiguous,geneCounts,th1,th5,th10,totalReads,WTA.plate2,NTA.plate,Nextera_plate
190702_5A,F238.1,F238,190702_5A5B5C5D,, Family information? WE understand the interpretation. One arm in MNs.,,Gen2,LookSeq2,190429_noco_LiveSeq,,B,0,1,0,0,chr1,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from begin (maybe v1f11? 7h),,,"irregular MN, bridgeMN?",,,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 31.5 h post division,,,,NA,PosNC5,division (v1f48/91) - 17 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2F6,,,18,8,5,6,62,10590,7458,6022,846676,190717_Nextera_2F6,190717_Nextera_2F6,
190702_5B,F238.2,F238,190702_5A5B5C5D,, Family information? WE understand the interpretation. One arm in MNs.,,Gen2,LookSeq2,190429_noco_LiveSeq,,A,1,0,0,0,chr1,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from begin (maybe v1f11? 7h),,,"irregular MN, bridgeMN?",,chr1p trisomy reciprocal centromeric event with 5D,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 31.5 h post division,,,,NA,PosNC5,division (v1f48/91) - 17 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2F7,,,17,8,8,6,61,10126,7085,5690,875748,190717_Nextera_2F7,190717_Nextera_2F7,
190702_5C,F238.3,F238,190702_5A5B5C5D,, Family information? WE understand the interpretation. One arm in MNs.,,Gen2,LookSeq2,190429_noco_LiveSeq,,c1,0,0,1,0,chr1,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from begin (maybe v1f11? 7h),,,"irregular MN, bridgeMN?",,,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 35.5 h post division,,,,NA,PosNC5,division (v1f35/91) - 14 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2F8,,,20,8,5,6,61,8793,6343,5266,841575,190717_Nextera_2F8,190717_Nextera_2F8,
190702_5D,F238.4,F238,190702_5A5B5C5D,, Family information? WE understand the interpretation. One arm in MNs.,,Gen2,LookSeq2,190429_noco_LiveSeq,,c2,0,0,0,1,chr1,noco->1+0->0+0/0+0,early NE defect,A,,no NLS from begin (maybe v1f11? 7h),,,"irregular MN, bridgeMN?",,chr1p monosomy reciprocal centromeric event with 5B,"2:1, chr1q in bridge MN, normal",,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 35.5 h post division,,,,NA,PosNC5,division (v1f35/91) - 14 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2F9,,,20,8,4,6,62,8803,6470,5468,864612,190717_Nextera_2F9,190717_Nextera_2F9,
190702_5E,F239.1,F239,190702_5E5F5G5H,exclude3,unsure of relationships. mult MN. Persistant MN/bridge. Generally noisy. Can only be explained by both cells having  reincorportated MN that transcribed normally.,,Gen2,LookSeq2,190429_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+1->0+0/(1)+0,S/G2,NA,,S/G2rupt? v1f30/91 - 12 h post shoff,,,"cells NLS not good, fade PN H2B, check correct relationship",,chr1 monosomy? Weird chrs pattern,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 31.5 h post division,,,,NA,PosNC20,division (v1f53/91) - 18 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2F10,,,19,8,4,6,62,9099,6665,5574,872387,190717_Nextera_2F10,190717_Nextera_2F10,
190702_5F,F239.2,F239,190702_5E5F5G5H,exclude3,unsure of relationships. mult MN. Persistant MN/bridge. Generally noisy. Can only be explained by both cells having  reincorportated MN that transcribed normally.,,Gen2,LookSeq2,190429_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+1->0+0/(1)+0,S/G2,NA,,S/G2rupt? v1f30/91 - 12 h post shoff,,,"MN, cells NLS not good, fade PN H2B, check correct relationship",,MN cell ,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 31.5 h post division,,,,NA,PosNC20,division (v1f53/91) - 18 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2F11,,,17,7,5,7,64,10196,7330,5960,833630,190717_Nextera_2F11,190717_Nextera_2F11,
190702_5G,F239.3,F239,190702_5E5F5G5H,exclude3,unsure of relationships. mult MN. Persistant MN/bridge. Generally noisy. Can only be explained by both cells having  reincorportated MN that transcribed normally.,,Gen2,LookSeq2,190429_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+1->0+0/(1)+0,S/G2,NA,,S/G2rupt? v1f29/91 - 12 h post shoff,,,"fade PN H2B, check correct relationship",,,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 32 h post division,,,,NA,PosNC20,division (v1f51/91) - 17.5 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2F12,,,16,7,4,7,65,10392,7451,5996,783586,190717_Nextera_2F12,190717_Nextera_2F12,
190702_5H,F239.4,F239,190702_5E5F5G5H,exclude3,unsure of relationships. mult MN. Persistant MN/bridge. Generally noisy. Can only be explained by both cells having  reincorportated MN that transcribed normally.,,Gen2,LookSeq2,190429_noco_LiveSeq,,NA,NA,NA,NA,NA,,noco->1+1->0+0/(1)+0,S/G2,NA,,S/G2rupt? v1f29/91 - 12 h post shoff,,,"fade PN H2B, check correct relationship",,chr1 monosomy? Weird chrs pattern,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 32 h post division,,,,NA,PosNC20,division (v1f51/91) - 17.5 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G1,,,18,8,6,7,61,9734,6861,5568,832284,190717_Nextera_2G1,190717_Nextera_2G1,
190702_6A,F240.1,F240,190702_6A6B(6C6D),,,,Gen2,LookSeq2,190429_noco_LiveSeq,,c2,0,0,0,1,chr7,noco->1+0->0+0/0+0,intact,A,,intact,,,not sure if correct cousin,,chr7 normal disomy,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,3,21 cycles,21 cycles,NA,NA,NA,,captured: 34.5 h post division,,,,NA,PosNC24,division (v1f40/91) - 15.5 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G2,,,18,8,2,7,66,9926,7174,5834,798217,190717_Nextera_2G2,190717_Nextera_2G2,
190702_6B,F240.2,F240,190702_6A6B(6C6D),,,,Gen2,LookSeq2,190429_noco_LiveSeq,,c1,0,0,1,0,chr7,noco->1+0->0+0/0+0,intact,A,,intact,,,,,chr7 normal disomy,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 34.5 h post division,,,,NA,PosNC24,division (v1f40/91) - 15.5 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G3,,,17,8,4,7,65,10723,7456,5930,774889,190717_Nextera_2G3,190717_Nextera_2G3,
190702_6C,F240.3,F240,190702_6A6B(6C6D),,,,Gen2,LookSeq2,190429_noco_LiveSeq,,A,1,0,0,0,chr7,noco->1+0->0+0/0+0,intact,A,,intact,,,,,chr7 normal disomy?,"2:1, chr7 in MN, normal",,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 31.5 h post division,,,,NA,PosNC24,division (v1f52/91) - 18.5 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G4,,,20,8,2,7,64,9149,6454,5091,719558,190717_Nextera_2G4,190717_Nextera_2G4,
190702_6D,F240.4,F240,190702_6A6B(6C6D),,,,Gen2,LookSeq2,190429_noco_LiveSeq,,B,0,1,0,0,chr7,noco->1+0->0+0/0+0,intact,A,,intact,,,,,chr7 monosomy,,,,LCMlook,,,190429_noco_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,captured: 31.5 h post division,,,,NA,PosNC24,division (v1f52/91) - 18.5 h post shoff,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G5,,,18,8,2,7,65,9452,6813,5485,773004,190717_Nextera_2G5,190717_Nextera_2G5,
190702_7A,F241.1,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G6,,,19,8,2,7,63,11201,8047,6513,800975,190717_Nextera_2G6,190717_Nextera_2G6,
190702_7B,F241.2,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G7,,,18,8,6,7,62,11972,8280,6605,809286,190717_Nextera_2G7,190717_Nextera_2G7,
190702_7C,F241.3,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G8,,,17,7,4,7,65,11636,8199,6531,819056,190717_Nextera_2G8,190717_Nextera_2G8,
190702_7D,F241.4,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G9,,,18,7,5,7,64,11068,7704,6035,731616,190717_Nextera_2G9,190717_Nextera_2G9,
190702_7E,F241.5,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G10,,,10,6,5,8,70,10880,7782,6241,773396,190717_Nextera_2G10,190717_Nextera_2G10,
190702_7F,F241.6,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G11,,,13,7,2,8,70,9890,7240,5926,758202,190717_Nextera_2G11,190717_Nextera_2G11,
190702_7G,F241.7,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2G12,,,10,6,3,8,73,11499,8472,6940,936256,190717_Nextera_2G12,190717_Nextera_2G12,
190702_7H,F241.8,F241,190702_7A-7H,,,control_notreatment,c1,control_LookSeq2,190405_control_8cell_LiveSeq,,,NA,NA,NA,NA,,c->0+0->0+0/0+0->(0+0)(0+0)/(0+0)(0+0),,,,most likely 1x8cell family (color barcoding),,,,,,,,,LCMlook,,,190405_control_8cell_LiveSeq,NA,,clon v.4,,NA,5,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,Pos_15,,,,,NA,NA,A_level_control,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2H1,,,14,7,4,8,68,10453,7338,5726,687131,190717_Nextera_2H1,190717_Nextera_2H1,
190705_2A,S165.1,S165,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2H9,,,9,6,1,10,73,10792,7743,6111,771547,190717_Nextera_2H9,190717_Nextera_2H9,
190705_2B,S166.1,S166,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2H10,,,10,7,1,11,71,8740,6541,5440,783100,190717_Nextera_2H10,190717_Nextera_2H10,
190705_2C,S167.1,S167,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2H11,,,16,8,1,9,66,9943,7257,5886,809496,190717_Nextera_2H11,190717_Nextera_2H11,
190705_2D,S168.1,S168,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_2H12,,,16,8,1,8,66,10121,7301,5790,786556,190717_Nextera_2H12,190717_Nextera_2H12,
190705_2E,S169.1,S169,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A1,,,16,7,2,8,67,11234,7707,5964,629332,190717_Nextera_3A1,190717_Nextera_3A1,
190705_2G,S170.1,S170,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A2,,,18,8,2,8,64,9978,7009,5511,619094,190717_Nextera_3A2,190717_Nextera_3A2,
190705_2H,S171.1,S171,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A3,,,18,8,1,8,65,9494,6555,5020,600262,190717_Nextera_3A3,190717_Nextera_3A3,
190705_3A,S172.1,S172,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A4,,,10,7,1,10,72,10658,7341,5650,642770,190717_Nextera_3A4,190717_Nextera_3A4,
190705_3B,S173.1,S173,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A5,,,16,8,1,10,65,9259,6565,5086,703074,190717_Nextera_3A5,190717_Nextera_3A5,
190705_3C,S174.1,S174,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A6,,,9,7,2,10,72,9630,6852,5325,654418,190717_Nextera_3A6,190717_Nextera_3A6,
190705_3D,S175.1,S175,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A7,,,10,7,1,9,72,11319,7577,5774,639272,190717_Nextera_3A7,190717_Nextera_3A7,
190705_3E,S176.1,S176,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A8,,,10,7,1,9,73,9566,7118,5946,692029,190717_Nextera_3A8,190717_Nextera_3A8,
190705_3F,S177.1,S177,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A9,,,13,7,2,8,70,10646,7704,6257,752987,190717_Nextera_3A9,190717_Nextera_3A9,
190705_3G,S178.1,S178,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A10,,,16,8,3,8,65,10993,7678,5962,755226,190717_Nextera_3A10,190717_Nextera_3A10,
190705_3H,S179.1,S179,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A11,,,18,8,1,8,66,9962,7147,5718,759926,190717_Nextera_3A11,190717_Nextera_3A11,
190705_4A,S180.1,S180,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3A12,,,17,8,1,9,65,10720,7477,5788,767804,190717_Nextera_3A12,190717_Nextera_3A12,
190705_4B,S181.1,S181,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B1,,,18,8,1,9,63,9492,6518,4814,612773,190717_Nextera_3B1,190717_Nextera_3B1,
190705_4C,S182.1,S182,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B2,,,19,9,2,8,62,10366,6872,5077,633374,190717_Nextera_3B2,190717_Nextera_3B2,
190705_4D,S183.1,S183,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B3,,,18,8,2,8,63,9904,6852,5203,614868,190717_Nextera_3B3,190717_Nextera_3B3,
190705_4E,S184.1,S184,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B4,,,18,8,2,8,64,10626,7489,5798,681794,190717_Nextera_3B4,190717_Nextera_3B4,
190705_4F,S185.1,S185,,,,Tri12_LCM,tri12_lookseq2,tri12_LookSeq2,190503_LiveSeq_tri12,,,NA,NA,NA,NA,,tri12_LiveSeq,,,,,,,,,,,,,LCMlook,,,190503_LiveSeq_tri12,NA,,clon v.4,,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,,,,NA,,,,,,NA,NA,,,,NA,RPE1,RPE1,,,,,HiSeq Rapid v.2,2x100 bp,,,190717_Nextera_3B5,,,11,7,3,9,70,10068,7259,5762,662224,190717_Nextera_3B5,190717_Nextera_3B5,
